ID,MAX_OCC,MaxOccNo,ObjectID,LAST_UPDAT,TYPE,ESTAB_TYPE,CITY,ADDRESS,ZIP_CODE,STATE,LAT,LON
053-0101,17,17,410,2013,PUBLIC,MOBILE HOME,RAY,UNKNOWN,58849,ND,48.347615,-103.160199
053-0102,7,7,411,2012,PUBLIC,HOTEL_LODGING,RAY,11419 HIGHWAY 2,58849,ND,48.342477,-103.15988
053-0103,100,100,412,2012,PUBLIC,RV PARK_CAMPGROUND,WILLISTON,6700 2 AVENUE WEST,58801,ND,48.208499,-103.623342
053-0105,86,86,413,2012,PUBLIC,RV PARK_CAMPGROUND,WILLISTON,3202 21 AVENUE WEST,58801,ND,48.171265,-103.653491
053-0104,60,60,414,2013,PUBLIC,CREW CAMP,WILLISTON,5531 HIGHWAY 85 NORTH,58801,ND,48.216721,-103.625957
053-0106,250,250,415,2012,PUBLIC,MOBILE HOME,WILLISTON,3202 21 AVENUE WEST,58801,ND,48.171265,-103.653491
053-0107,50,50,416,2013,PUBLIC,CREW CAMP,WILLISTON,14652 HIGHWAY 2 WEST,58801,ND,48.14032,-103.841516
053-0108,83,83,417,2013,PUBLIC,MOBILE HOME,TIOGA,10762 HIGHWAY 2,58852,ND,48.341917,-102.828279
053-0109,6,6,418,2012,PUBLIC,MOBILE HOME,WILLISTON,"3314 UNIVERSITY AVE, LOT 1",58801,ND,48.175473,-103.613287
053-0110,91,91,419,2012,PUBLIC,HOTEL_LODGING,WILLISTON,1623 2 AVENUE WEST,58801,ND,48.161179,-103.62594
053-0111,4,4,420,2012,PUBLIC,MOBILE HOME,RAY,420 4TH AVENUE EAST,58849,ND,48.346436,-103.159423
053-0112,108,108,421,2012,PUBLIC,MOBILE HOME,WILLISTON,810 27 STREEET WEST,58801,ND,48.169191,-103.63548
053-0112,10,10,422,2012,PUBLIC,RV PARK_CAMPGROUND,WILLISTON,810 27 STREET WEST,58801,ND,48.169191,-103.63548
053-0115,70,70,423,2012,PUBLIC,MOBILE HOME,WILLISTON,5093 143 AVENUE NW,58801,ND,48.153507,-103.776869
053-0116,48,48,424,2012,PUBLIC,RV PARK_CAMPGROUND,TIOGA,6429 HIGHWAY 40,58852,ND,48.346006,-102.936857
053-0119,79,79,425,2012,PUBLIC,HOTEL_LODGING,WILLISTON,3701 4 AVENUE WEST,58801,ND,48.179464,-103.630309
053-0120,3,3,426,2012,PUBLIC,MOBILE HOME,RAY,314 4 AVENUE EAST,58849,ND,48.346419,-103.160184
053-0122,4,4,427,2013,PUBLIC,RV PARK_CAMPGROUND,RAY,UNKNOWN,58849,ND,48.24963,-103.129402
053-0123,UNKNOWN,,428,2013,PUBLIC,HOTEL_LODGING,WILLISTON,1525 9 AVENUE NW,58801,ND,48.160313,-103.646006
053-0125,UNKNOWN,,429,2013,PUBLIC,HOTEL_LODGING,WILLISTON,3820 4 AVENUE WEST,58801,ND,48.180653,-103.62879
053-0126,UNKNOWN,,430,2013,PUBLIC,HOTEL_LODGING,WILLISTON,213 35 STREET WEST,58801,ND,48.176886,-103.626804
053-0128,42,42,431,2013,PUBLIC,MOBILE HOME,TIOGA,225 5TH STREET NW,58852,ND,48.400679,-102.940574
053-0128,15,15,432,2013,PUBLIC,RV PARK_CAMPGROUND,TIOGA,225 5TH STREET NW,58852,ND,48.400679,-102.940574
053-0129,40,40,433,2012,PUBLIC,MOBILE HOME,WILLISTON,13853 HWY 2,58801,ND,48.141509,-103.680605
053-0130,21,21,434,2012,PUBLIC,MOBILE HOME,GRENORA,JETSON STREET,58845,ND,48.619714,-103.940769
053-0130,4,4,435,2012,PUBLIC,RV PARK_CAMPGROUND,GRENORA,JETSON STREET,58845,ND,48.619714,-103.940769
053-0131,25,25,436,2012,PUBLIC,MOBILE HOME,TIOGA,10391 BEAVER LODGE LANE,58852,ND,48.398467,-103.022857
053-0132,10,10,437,2012,PUBLIC,MOBILE HOME,WILLISTON,1544 47 STREET WEST,58801,ND,48.188088,-103.646764
053-0133,20,20,438,2012,PUBLIC,RV PARK_CAMPGROUND,WILLISTON,115 1 AVENUE EAST,58801,ND,48.144765,-103.620046
053-0134,22,22,439,2013,PUBLIC,MOBILE HOME,WILLISTON,7010 2 AVENUE WEST  #1,58801,ND,48.293851,-103.694446
053-0135,225,225,440,2012,PUBLIC,MOBILE HOME,WILLISTON,1829 33 STREET WEST,58801,ND,48.174367,-103.651283
053-0136,71,71,441,2012,PUBLIC,MOBILE HOME,TIOGA,1318 25 AVENUE SOUTH,58852,ND,48.398467,-103.022857
053-0136,20,20,442,2012,PUBLIC,RV PARK_CAMPGROUND,TIOGA,1318 25 AVENUE SOUTH,58852,ND,48.398467,-103.022857
053-0139,UNKNOWN,,443,2013,PUBLIC,HOTEL_LODGING,WILLISTON,2324 2 AVENUE WEST,58801,ND,48.166914,-103.62558
053-0140,1003,1003,444,2012,PUBLIC,CREW CAMP,TIOGA,HIGHWAY 2 & COUNTY ROAD 6,58852,ND,48.247401,-103.622903
053-0142,25,25,445,2013,PUBLIC,MOBILE HOME,TIOGA,217 5 STREET SE,58852,ND,48.400648,-102.940409
053-0142,51,51,446,2013,PUBLIC,RV PARK_CAMPGROUND,TIOGA,217 5 STREET SE,58852,ND,48.400648,-102.940409
053-0143,30,30,447,2012,PUBLIC,HOTEL_LODGING,TIOGA,210 2ND ST NE,58852,ND,48.396548,-102.934851
053-0146,300,300,448,2012,PUBLIC,CREW CAMP,WILLISTON,4905 146 DRIVE NW,58801,ND,48.141664,-103.844036
013-0029,7,7,449,2013,PUBLIC,MOBILE HOME,KILLDEER,10239 HIGHWAY 200,58640,ND,47.35855445,-102.7273853
028-0005,25,25,450,2013,PUBLIC,RV PARK_CAMPGROUND,UNDERWOOD,COUNTY ROAD 14 & COALBURG DRIVE,58576-0685,ND,47.4591033,-101.1464467
053-0071,12,12,451,2013,UNKNOWN,RV PARK_CAMPGROUND,WILLISTON,UNKNOWN,0,ND,48.14125546,-103.8441949
053-0150,209,209,452,2013,UNKNOWN,CREW CAMP,WILLISTON,UNKNOWN,0,ND,48.32883342,-103.6214139
053-0151,6,6,453,2013,PRIVATE,MOBILE HOME,WILLISTON,UNKNOWN,0,ND,48.22812643,-103.6107649
053-0152,150,150,454,2013,PRIVATE,CREW CAMP,WILLISTON,UNKNOWN,58801,ND,48.14547844,-103.5862769
053-0153,11,11,455,2013,PUBLIC,RV PARK_CAMPGROUND,TIOGA,6552 HIGHWAY 40,58852,ND,48.36477635,-102.931904
053-0154,UNKNOWN,,456,2013,UNKNOWN,RV PARK_CAMPGROUND,WILLISTON,UNKNOWN,0,ND,48.28787743,-103.6797169
053-0155,20,20,457,2013,UNKNOWN,RV PARK_CAMPGROUND,WILLISTON,UNKNOWN,0,ND,48.22708943,-103.5786049
053-0156,56,56,458,2013,UNKNOWN,CREW CAMP,WILLISTON,UNKNOWN,0,ND,48.21576944,-103.6770999
053-0158,6,6,459,2013,UNKNOWN,RV PARK_CAMPGROUND,EPPING,UNKNOWN,58843,ND,48.2488764,-103.346378
053-0159,12,12,460,2013,UNKNOWN,RV PARK_CAMPGROUND,WILLISTON,UNKNOWN,0,ND,48.18407747,-103.9509718
053-0162,24,24,461,2013,PRIVATE,CREW CAMP,WILLISTON,UNKNOWN,0,ND,48.13248745,-103.7228869
053-0163,9,9,462,2013,UNKNOWN,RV PARK_CAMPGROUND,WILLISTON,UNKNOWN,0,ND,48.15092746,-103.8469439
053-0164,6,6,463,2013,PRIVATE,MOBILE HOME,WILLISTON,UNKNOWN,0,ND,48.14478744,-103.6080599
053-0166,727,727,464,2013,PUBLIC,CREW CAMP,WILLISTON,UNKNOWN,0,ND,48.12662346,-103.8579059
053-0167,10,10,465,2013,PRIVATE,MOBILE HOME,WILLISTON,UNKNOWN,0,ND,48.15149644,-103.5878729
053-0168,500,500,466,2013,PRIVATE,CREW CAMP,WILLISTON,UNKNOWN,0,ND,48.14111045,-103.7094859
005-0001,14,14,467,2012,PUBLIC,MOBILE HOME,BOTTINEAU,754 96TH STREET NE,58318,ND,48.806256,-100.543623
005-0002,25,25,468,2012,PUBLIC,MOBILE HOME,BOTTINEAU,10851 15TH AVENUE NE,58318,ND,48.986451,-100.37965
005-0003,18,18,469,2012,PUBLIC,RV PARK_CAMPGROUND,BOTTINEAU,115 W 6TH STREET,58318,ND,48.826342,-100.445784
005-0004,96,96,470,2012,PUBLIC,MOBILE HOME,BOTTINEAU,9634 12TH AVE NE LOT 1,58318,ND,48.807614,-100.445846
007-0002,24,24,471,2012,PUBLIC,RV PARK_CAMPGROUND,COUTEAU,UNKNOWN,58721,ND,48.75872991,-102.3198935
007-0003,10,10,472,2012,PUBLIC,RV PARK_CAMPGROUND,LIGNITE,8260 101ST ST NW,58752,ND,48.879722,-102.515776
051-0036,96,96,473,2012,PUBLIC,RV PARK_CAMPGROUND,MINOT,1945 20TH AVE SE,58701,ND,48.212352,-101.263156
051-0037,4,4,474,2012,PUBLIC,MOBILE HOME,MINOT,1900 72ND STREET NW,58701,ND,48.213175,-101.187915
051-0038,138,138,475,2012,PUBLIC,RV PARK_CAMPGROUND,BERTHOLD,12101 282ND ST NW,58260,ND,48.225866,-101.72818
051-0039,100,100,476,2012,PUBLIC,MOBILE HOME,MINOT,1852 16TH STREET SW # 10,58701,ND,48.213258,-101.317622
051-0040,310,310,477,2012,PUBLIC,MOBILE HOME,MINOT,405 31ST AVE SE # 28,58701,ND,48.202321,-101.287895
053-0114,98,98,478,2013,PUBLIC,HOTEL_LODGING,WILLISTON,1515 14 STREET WEST,58801,ND,48.156939,-103.652677
053-0118,88,88,479,2013,PUBLIC,HOTEL_LODGING,WILLISTON,415 38 STREET WEST,58801,ND,48.179593,-103.627905
053-0121,100,100,480,2013,PUBLIC,CREW CAMP,WILLISTON,14652 HIGHWAY 2,58801,ND,48.14032,-103.841517
053-0032,300,300,481,2013,UNKNOWN,RV PARK_CAMPGROUND,WILLISTON,STEVE MORTENSON & HIRAM REYEZ,0,ND,48.136802,-103.847139
005-0011,UNKNOWN,,482,2013,PUBLIC,HOTEL_LODGING,WESTHOPE,120 3RD STREET E,58793,ND,48.90958587,-101.016166
006-0017,26,26,483,2013,PUBLIC,HOTEL_LODGING,BOWMAN,502 5TH AVENUE SW,58623,ND,46.18773223,-103.4031981
007-0020,2,2,484,2013,PRIVATE,MOBILE HOME,POWERS LAKE,8435 COUNTY ROAD 7,58773,ND,48.63836817,-102.6688254
007-0021,38,38,485,2013,PUBLIC,HOTEL_LODGING,PORTAL,107 RAILWAY AVENUE,58772,ND,48.99422781,-102.544857
007-0022,6,6,486,2013,PUBLIC,HOTEL_LODGING,COLUMBUS,103 1ST AVENUE E,58727,ND,48.90257578,-102.7805687
007-0023,4,4,487,2013,PUBLIC,HOTEL_LODGING,BOWBELLS,3 MAIN STREET SE,58721,ND,48.80304774,-102.2462048
007-0024,6,6,488,2013,PUBLIC,HOTEL_LODGING,POWERS LAKE,106 RAILROAD AVENUE W,58773,ND,48.56029152,-102.6384367
007-0025,13,13,489,2013,PUBLIC,HOTEL_LODGING,BOWBELLS,112 MAIN STREET,58721,ND,48.75802884,-102.3191197
021-0012,11,11,490,2013,PUBLIC,RV PARK_CAMPGROUND,NEW ENGLAND,15TH STREET EAST,58647,ND,46.54381205,-102.8590181
025-0002,12,12,491,2013,PUBLIC,RV PARK_CAMPGROUND,DRAKE,NO MAIN,58736,ND,47.92544479,-100.3722438
027-0050,7,7,492,2013,PUBLIC,CREW CAMP,WATFORD CITY,2043 125 AVENUE NW,58854,ND,47.6890692,-103.2617267
053-0042,2,2,493,2013,UNKNOWN,MOBILE HOME,WILLISTON,UNKNOWN,0,ND,48.14322,-103.713391
053-0043,30,30,494,2013,UNKNOWN,RV PARK_CAMPGROUND,WILLISTON,UNKNOWN,0,ND,48.143299,-103.713035
053-0044,10,10,495,2013,UNKNOWN,RV PARK_CAMPGROUND,TIOGA,UNKNOWN,58852,ND,48.281579,-102.934593
053-0047,8,8,496,2013,UNKNOWN,MOBILE HOME,WILLISTON,UNKNOWN,0,ND,48.227097,-103.578616
001-0005,5,5,497,2013,PUBLIC,HOTEL_LODGING,HETTINGER,104 2ND AVENUE NORTH,58639,ND,46.00222482,-102.6423997
005-0005,16,16,498,2013,PUBLIC,HOTEL_LODGING,WESTHOPE,95 1ST AVENUE E,58793,ND,48.90941349,-101.0194462
005-0006,3,3,499,2013,PUBLIC,HOTEL_LODGING,LANSFORD,711 MAIN STREET,58750,ND,48.62927195,-101.3760635
005-0007,46,46,500,2013,PUBLIC,HOTEL_LODGING,BOTTINEAU,815 11TH STREET E,58318,ND,48.82085345,-100.438683
005-0008,44,44,501,2013,PUBLIC,HOTEL_LODGING,BOTTINEAU,10722 LAKE LOOP RD UNIT 1,58318,ND,48.96845187,-100.3807877
005-0009,31,31,502,2013,PUBLIC,HOTEL_LODGING,BOTTINEAU,1007 11TH STREET E,58318,ND,48.820938,-100.4368811
005-0010,29,29,503,2013,PUBLIC,HOTEL_LODGING,BOTTINEAU,345 W 11TH STREET,58318,ND,48.82063574,-100.449769
038-0001,20,20,504,2012,PUBLIC,RV PARK_CAMPGROUND,MOHALL,HWY 5 WEST,58761,ND,48.763467,-101.520779
051-0007,54,54,505,2012,PUBLIC,MOBILE HOME,MINOT,5120 HWY 2 EAST #9,58701,ND,48.228602,-101.216856
051-0008,50,50,506,2012,PUBLIC,MOBILE HOME,MINOT,5119 SOUTH HWY 83,58701,ND,48.18094,-101.29545
051-0009,136,136,507,2012,PUBLIC,MOBILE HOME,MINOT,1541 SOUTH BROADWAY,58702,ND,48.219413,-101.295953
051-0010,65,65,508,2012,PUBLIC,MOBILE HOME,MINOT,2900 VALLEY STREET,58701,ND,48.213207,-101.251463
051-0011,70,70,509,2012,PUBLIC,MOBILE HOME,MINOT,1500 18TH STREET SW,58701,ND,48.221003,-101.317786
051-0012,17,17,510,2013,PUBLIC,RV PARK_CAMPGROUND,MINOT,717 27TH STREET SE,58701,ND,48.229745,-101.252688
051-0013,54,54,511,2013,PUBLIC,MOBILE HOME,MINOT,1305 31ST STREET SE,58701,ND,48.223683,-101.247276
051-0014,5,5,512,2012,PUBLIC,MOBILE HOME,MINOT,4100 EAST BURDICK EXPY,58701,ND,48.229054,-101.232504
051-0015,5,5,513,2012,PUBLIC,MOBILE HOME,FOXHOLM,12700 HWY 52 N,58718,ND,48.330686,-101.520217
051-0067,UNKNOWN,,514,2013,PUBLIC,HOTEL_LODGING,MINOT,1009 20TH AVENUE SE,58701,ND,48.21174421,-101.2777992
038-0002,25,25,515,2012,PUBLIC,MOBILE HOME,MOHALL,603 MAIN STREET E,58761,ND,48.763531,-101.503111
038-0002,20,20,516,2012,PUBLIC,RV PARK_CAMPGROUND,MOHALL,603 MAIN STREET E,58761,ND,48.763531,-101.503111
045-0008,30,30,517,2013,PUBLIC,MOBILE HOME,DICKINSON,387 SOUTH STATE AVENUE,58601,ND,46.87114,-102.810601
045-0026,64,64,518,2013,PUBLIC,HOTEL_LODGING,DICKINSON,2431 3RD AVENUE,58601,ND,46.90813078,-102.7906799
051-0001,8,8,519,2012,PUBLIC,MOBILE HOME,MINOT,3022 9TH AVENUE SE #9,0,ND,48.227962,-101.249112
051-0002,14,14,520,2012,PUBLIC,MOBILE HOME,MINOT,803 62ND AVENUE NE,58703,ND,48.297973,-101.294833
051-0003,UNKNOWN,,521,2012,PUBLIC,RV PARK_CAMPGROUND,FOXHOLM,12711 181ST STREET,58718,ND,48.369006,-101.569711
051-0004,4,4,522,2012,PUBLIC,MOBILE HOME,RYDER,5081 27TH STREET NW,58779,ND,47.804338,-101.676257
051-0005,34,34,523,2012,PUBLIC,MOBILE HOME,BURLINGTON,COLTON AVENUE,58722,ND,48.273356,-101.43236
051-0006,7,7,524,2012,PUBLIC,RV PARK_CAMPGROUND,CARPIO,221 SECOND STREET WEST,58725,ND,48.44158,-101.716661
051-0017,28,28,525,2012,PUBLIC,RV PARK_CAMPGROUND,KENMARE,HIGHWAY 52 N,58746,ND,48.559586,-101.967847
051-0018,114,114,526,2012,PUBLIC,MOBILE HOME,MINOT,5110 HWY 2 EAST,58701,ND,48.227773,-101.220253
051-0019,6,6,527,2012,PUBLIC,MOBILE HOME,MAKOTI,203 EDWARDS ST,58756,ND,47.960747,-101.806259
051-0021,82,82,528,2012,PUBLIC,MOBILE HOME,MINOT,2101 3RD STREET NW,58703,ND,48.2585,-101.297693
051-0021,25,25,529,2012,PUBLIC,RV PARK_CAMPGROUND,MINOT,2101 3RD STREET NW,58703,ND,48.2585,-101.297693
051-0022,90,90,530,2012,PUBLIC,MOBILE HOME,MINOT,500 30TH AVENUE NW,58703,ND,48.268966,-101.301052
051-0023,262,262,531,2012,PUBLIC,MOBILE HOME,MINOT,1325 27TH STREET SE,58701,ND,48.222472,-101.252749
051-0024,3,3,532,2012,PUBLIC,MOBILE HOME,MINOT,1030 5TH AVE SW,58701,ND,48.231644,-101.310623
051-0025,25,25,533,2012,PUBLIC,RV PARK_CAMPGROUND,BURLINGTON,PARK ROAD,58722,ND,48.280158,-101.43257
051-0026,86,86,534,2012,PUBLIC,MOBILE HOME,MINOT,13001 2ND STREET NW # 57A,58703,ND,48.374129,-101.299342
051-0026,14,14,535,2012,PUBLIC,RV PARK_CAMPGROUND,MINOT,13001 2ND STREET NW # 57A,58703,ND,48.374129,-101.299342
051-0027,134,134,536,2012,PUBLIC,MOBILE HOME,MINOT,625 15TH STREET SE,58701,ND,48.229806,-101.271329
051-0028,42,42,537,2012,PUBLIC,RV PARK_CAMPGROUND,MINOT,2025 27TH STREET SE,58701,ND,48.211179,-101.252781
051-0029,169,169,538,2012,PUBLIC,MOBILE HOME,MINOT,3725 SW 10TH STREET,58701,ND,48.277198,-101.27883
051-0030,8,8,539,2012,PUBLIC,RV PARK_CAMPGROUND,RYDER,521 DAILY ST,58779,ND,47.918886,-101.675377
051-0031,96,96,540,2012,PUBLIC,MOBILE HOME,MINOT,1015 27TH ST SE,58701,ND,48.22651,-101.25273
051-0032,80,80,541,2012,PUBLIC,RV PARK_CAMPGROUND,MINOT,500 54TH STREET NW,58703,ND,48.241423,-101.371824
051-0033,25,25,542,2012,PUBLIC,MOBILE HOME,RUTHVILLE,102 128TH AVE NW,58703,ND,48.371757,-101.297991
051-0034,8,8,543,2012,PUBLIC,MOBILE HOME,MINOT,1900 BURDICK EXPY W,58701,ND,48.223742,-101.319573
051-0035,26,26,544,2012,PUBLIC,MOBILE HOME,MINOT,4904 HWY 2 EAST,58701,ND,48.226933,-101.222418
051-0058,172,172,545,2013,PUBLIC,HOTEL_LODGING,MINOT,2200 BURDICK EXPY E,58701,ND,48.22962477,-101.261174
051-0059,130,130,546,2013,PUBLIC,HOTEL_LODGING,MINOT,2301 LANDMARK DR NW,58703,ND,48.26143681,-101.3320859
051-0060,246,246,547,2013,PUBLIC,HOTEL_LODGING,MINOT,1505 N BROADWAY,58703,ND,48.24963188,-101.2951726
051-0061,91,91,548,2013,PUBLIC,HOTEL_LODGING,MINOT,1605 35TH AVENUE SW,58701,ND,48.19871201,-101.3067655
051-0062,46,46,549,2013,PUBLIC,HOTEL_LODGING,MINOT,1901 S BROADWAY,58701,ND,48.21206008,-101.2959276
051-0063,75,75,550,2013,PUBLIC,HOTEL_LODGING,MINOT,1212 31ST AVENUE SW,58701,ND,48.20299874,-101.3098772
051-0064,94,94,551,2013,PUBLIC,HOTEL_LODGING,MINOT,414 37TH AVENUE SW,58701,ND,48.196559,-101.3000496
051-0065,58,58,552,2013,PUBLIC,HOTEL_LODGING,MINOT,1315 N BROADWAY,58703,ND,48.24917853,-101.2954444
051-0066,64,64,553,2013,PUBLIC,HOTEL_LODGING,MINOT,3501 4TH ST W,58701,ND,48.19845707,-101.2988192
027-0096,25,25,554,2013,PUBLIC,MOBILE HOME,ALEXANDER,14080 HIGHWAY 85 N,58831,ND,47.80485162,-103.6005358
051-0068,42,42,555,2013,PUBLIC,HOTEL_LODGING,KENMARE,1232 N CENTRAL AVENUE,58746,ND,48.68511968,-102.0823985
051-0069,100,100,556,2013,PUBLIC,HOTEL_LODGING,MINOT,225 22ND AVENUE SE,58701,ND,48.20916843,-101.3124886
051-0070,87,87,557,2013,PUBLIC,HOTEL_LODGING,MINOT,929 20TH AVENUE SE,58701,ND,48.2117168,-101.2789324
051-0071,176,176,558,2013,PUBLIC,HOTEL_LODGING,MINOT,2400 10TH STREET SW,58701,ND,48.20814962,-101.3067985
051-0072,136,136,559,2013,PUBLIC,HOTEL_LODGING,MINOT,800 37TH AVENUE SW,58701,ND,48.19656827,-101.303223
051-0073,102,102,560,2013,PUBLIC,HOTEL_LODGING,MINOT,3009 S BROADWAY,58701,ND,48.20269264,-101.2959158
051-0074,UNKNOWN,,561,2013,PUBLIC,HOTEL_LODGING,MINOT,2315 N BROADWAY,58703,ND,48.26059013,-101.2961094
051-0075,10,10,562,2013,PUBLIC,MOBILE HOME,FOXHOLM,12710 182ND STREET NW,58718,ND,48.3685153,-101.5708385
051-0076,UNKNOWN,,563,2013,PRIVATE,RV PARK_CAMPGROUND,SURREY,521 2ND STREET SE,58785,ND,48.23643156,-101.12416
027-0051,48,48,564,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,2043 125 AVENUE NW,58854,ND,47.6890692,-103.2617267
027-0052,7,7,565,2013,PUBLIC,RV PARK_CAMPGROUND,ALEXANDER,606 ELK STREET,58831,ND,47.84278214,-103.6424009
027-0053,36,36,566,2013,PUBLIC,CREW CAMP,ALEXANDER,14050 HIGHWAY 85 NORTH,58831,ND,47.80485561,-103.5943473
027-0054,50,50,567,2013,PUBLIC,RV PARK_CAMPGROUND,ALEXANDER,13752 HIGHWAY 85 NORTH,58831,ND,47.8049843,-103.5332194
027-0055,93,93,568,2013,PUBLIC,HOTEL_LODGING,WATFORD CITY,2345 HIGHWAY 85 NORTH,58854,ND,47.75330599,-103.2832406
027-0056,7,7,569,2013,PUBLIC,RV PARK_CAMPGROUND,EAST FAIRVIEW,15920 35 STREET NW,59221,ND,47.87739236,-104.0260921
027-0057,51,51,570,2013,PUBLIC,HOTEL_LODGING,WATFORD CITY,508 11TH AVENUE SE,58854,ND,47.7978617,-103.2640783
027-0058,23,23,571,2013,PUBLIC,RV PARK_CAMPGROUND,GRASSY BUTTE,131 HIGHWAY 85 NORTH,58634,ND,47.43165252,-103.2482794
027-0061,61,61,572,2013,PUBLIC,HOTEL_LODGING,ALEXANDER,2969 138 AVENUE NW,58831,ND,47.73324967,-103.5404672
027-0062,25,25,573,2013,PUBLIC,RV PARK_CAMPGROUND,EAST FAIRVIEW,3154 159TH AVENUE NW,59221,ND,47.87583177,-104.0226591
027-0063,19,19,574,2013,PUBLIC,MOBILE HOME,WATFORD CITY,429 3RD AVENUE SW,58854,ND,47.79784734,-103.2876827
027-0064,5,5,575,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,429 3RD AVENUE SW,58854,ND,47.79784734,-103.2876827
027-0065,208,208,576,2013,PUBLIC,HOTEL_LODGING,ARNEGARD,2588 134TH AVENUE NW,58853,ND,47.78262645,-103.4439849
027-0067,5,5,577,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,UNKNOWN,58554,ND,47.799345,-103.283109
027-0068,6,6,578,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,5TH STREET SE,58854,ND,47.79933075,-103.2763167
027-0069,35,35,579,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,1304 11 AVENUE SW,58854,ND,47.78805666,-103.3001931
027-0070,7,7,580,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,3866 123 AVENUE NW,58854,ND,47.76482941,-103.2259051
027-0071,9,9,581,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,1402 MAIN STREET SOUTH,58854,ND,47.82184922,-103.282964
027-0072,10,10,582,2013,PUBLIC,RV PARK_CAMPGROUND,CARTWRIGHT,15442 HIGHWAY 200,58838,ND,47.86938473,-103.8924513
027-0073,114,114,583,2013,PUBLIC,MOBILE HOME,ALEXANDER,14056 30 STREET NW,58831,ND,47.84823982,-103.5808337
027-0074,17,17,584,2013,PUBLIC,RV PARK_CAMPGROUND,ALEXANDER,14056 30 STREET NW,58831,ND,47.84823982,-103.5808337
027-0075,45,45,585,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,12566 ZOE ROAD,58854,ND,47.74173334,-103.2814812
027-0076,13,13,586,2013,PUBLIC,RV PARK_CAMPGROUND,GRASSY BUTTE,163 HIGHWAY 85 SOUTH,58634,ND,47.4035982,-103.2480385
027-0077,68,68,587,2013,PUBLIC,HOTEL_LODGING,ALEXANDER,205 29 STREET NW,58831,ND,47.8333504,-103.6448454
027-0078,20,20,588,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,12672 22ND M ST NW,58854,ND,47.73228376,-103.2931432
027-0079,6,6,589,2013,PUBLIC,RV PARK_CAMPGROUND,WATFORD CITY,12262 26TH STREET NW,58854,ND,47.79023578,-103.3439114
027-0080,63,63,590,2013,PUBLIC,HOTEL_LODGING,ALEXANDER,14080 HIGHWAY 85 N,58831,ND,47.80484409,-103.6005248
027-0081,100,100,591,2013,PUBLIC,RV PARK_CAMPGROUND,ALEXANDER,14080 HIGHWAY 85 N,58831,ND,47.80484409,-103.6005248
027-0082,94,94,592,2013,PUBLIC,MOBILE HOME,WATFORD CITY,3000 2 AVENUE SW,58854,ND,47.79788112,-103.3023165
027-0083,51,51,593,2013,PUBLIC,CREW CAMP,WATFORD CITY,2509 14TH STREET NW,58854,ND,47.78772477,-103.0263205
027-0084,16,16,594,2013,PUBLIC,CREW CAMP,WATFORD CITY,2261 HIGHWAY 85 NORTH,58854,ND,47.74169189,-103.2832104
027-0085,77,77,595,2013,PUBLIC,HOTEL_LODGING,WATFORD CITY,810 3RD AVENUE SW,58854,ND,47.79945566,-103.270092
028-0002,20,20,596,2013,PUBLIC,HOTEL_LODGING,GARRISON,1537 41ST AVENUE NW,58540,ND,47.63762787,-101.420401
028-0003,30,30,597,2013,PUBLIC,HOTEL_LODGING,GARRISON,539 4TH AVENUE SE,58540,ND,47.64670879,-101.4088097
028-0004,22,22,598,2013,PUBLIC,HOTEL_LODGING,GARRISON,430 5TH AVENUE SE,58540,ND,47.65644454,-101.4184482
028-0006,16,16,599,2013,PUBLIC,MOBILE HOME,MAX,609 6TH AVENUE,58759,ND,47.82463763,-101.2995589
028-0007,UNKNOWN,,600,2013,PUBLIC,MOBILE HOME,MAX,701 2ND STREET,58759,ND,47.8186317,-101.3030139
028-0008,22,22,601,2013,PUBLIC,RV PARK_CAMPGROUND,MAX,116 SPRUCE COURT,58759,ND,47.82171957,-101.2946745
029-0025,10,10,602,2013,PUBLIC,RV PARK_CAMPGROUND,BEULAH,1100 HIGHWAY 49 S,58523,ND,47.25865454,-101.7855777
029-0026,17,17,603,2013,PUBLIC,RV PARK_CAMPGROUND,GOLDEN VALLEY,231 COUNTY ROAD 5 NORTH,58541,ND,47.38131098,-102.0780517
029-0027,5,5,604,2013,PUBLIC,RV PARK_CAMPGROUND,BEULAH,541 55 AVENUE NE,58523,ND,47.45854124,-101.7162276
031-0097,30,30,605,2013,PUBLIC,CREW CAMP,BLAISDELL,6252 HIGHWAY 2,58720,ND,48.3169593,-102.0516976
031-0098,48,48,606,2013,PUBLIC,RV PARK_CAMPGROUND,WHITE EARTH,UNKNOWN,58794,ND,48.37479931,-102.7668061
038-0003,20,20,607,2013,PUBLIC,HOTEL_LODGING,MOHALL,803 HIGHWAY 5 E,58761,ND,48.76345903,-101.5207673
045-0047,24,24,608,2013,UNKNOWN,MOBILE HOME,BELFIELD,12932 38 P STREET WEST,58622,ND,46.8616767,-103.1756346
